YEAR MO DY HR MN   Hs   Tp   Dp    Depth   Ta    Pres   Wspd Wdir Temp   Temp  Cspd Cdir P
      UTC           m   sec  deg     m     sec    mB     m/s  deg Air(C) Sfc(C) m/s deg  f
2009 12 17 06 55  1.18  5.26  43           4.57                           27.8           1
2009 12 17 07 25  1.14  5.56  46           4.52                           27.8           1
2009 12 17 07 55  1.14  5.00  47           4.67                           27.8           1
2009 12 17 08 25  1.13  5.00  40           4.56                           27.8           1
2009 12 17 08 55  1.15  5.26  43           4.61                           27.8           1
2009 12 17 09 25  1.09  5.56  50           4.62                           27.8           1
2009 12 17 09 55  1.04  5.00  50           4.53                           27.8           1
2009 12 17 10 25  1.08  5.56  46           4.65                           27.8           1
2009 12 17 10 55  0.97 12.50  26           4.54                           27.8           1
2009 12 17 11 25  1.04  5.56  49           4.69                           27.8           1
2009 12 17 11 55  1.01  5.88  50           4.34                           27.8           1
2009 12 17 12 25  1.05  5.56  47           4.45                           27.8           1
2009 12 17 12 55  1.08  5.26  47           4.50                           27.8           1
2009 12 17 13 25  1.11  4.76  43           4.42                           27.8           1
2009 12 17 13 55  1.11  5.26  39           4.47                           27.8           1
2009 12 17 14 25  1.18  5.00  45           4.49                           27.8           1
2009 12 17 14 55  1.11  5.56  46           4.39                           27.8           1
2009 12 17 15 25  1.11  5.56  47           4.28                           27.8           1
2009 12 17 15 55  1.10  4.76  45           4.30                           27.8           1
2009 12 17 16 25  1.10  5.00  43           4.27                           27.8           1
2009 12 17 16 55  1.09  4.76  46           4.31                           27.8           1
2009 12 17 17 25  1.12  5.56  46           4.33                           27.8           1
2009 12 17 17 55  1.10  4.76  43           4.30                           27.8           1
2009 12 17 18 25  1.05  5.26  45           4.21                           27.8           1
2009 12 17 18 55  0.97  5.00  47           4.18                           27.8           1
2009 12 17 19 25  1.00  5.26  45           4.23                           27.8           1
2009 12 17 19 55  0.97  5.26  42           4.20                           27.8           1
2009 12 17 20 25  1.02  5.56  47           4.28                           27.8           1
2009 12 17 20 55  1.02  5.26  43           4.18                           27.8           1
2009 12 17 21 25  0.99  3.70  40           4.11                           27.8           1
2009 12 17 21 55  0.93  4.55  39           4.07                           27.8           1
2009 12 17 22 25  0.95  5.56  47           4.10                           27.8           1
2009 12 17 22 55  1.00  5.26  45           4.20                           27.8           1
2009 12 17 23 25  0.95  5.00  46           4.13                           27.8           1
2009 12 17 23 55  0.98  4.00  40           4.10                           27.8           1
2009 12 18 00 25  0.98  5.00  45           4.08                           27.8           1
2009 12 18 00 55  0.97  5.26  43           4.26                           27.8           1
2009 12 18 01 25  0.98  4.55  45           4.08                           27.8           1
2009 12 18 01 55  0.97  5.00  40           4.14                           27.8           1
2009 12 18 02 25  1.02  5.00  47           4.20                           27.8           1
2009 12 18 02 55  0.96  5.00  46           4.29                           27.8           1
2009 12 18 03 25  0.99  5.26  50           4.22                           27.8           1
2009 12 18 03 55  0.94  5.56  46           4.17                           27.8           1
2009 12 18 04 25  1.07  5.26  47           4.14                           27.8           1
2009 12 18 04 55  1.12  5.26  46           4.25                           27.8           1
2009 12 18 05 25  1.12  5.26  50           4.25                           27.8           1
2009 12 18 05 55  1.17  5.56  45           4.44                           27.8           1
2009 12 18 06 25  1.12  5.56  52           4.43                           27.7           1
2009 12 18 06 55  1.13  5.56  46           4.48                           27.8           1
2009 12 18 07 25  1.13  5.56  50           4.51                           27.8           1
2009 12 18 07 55  1.08  5.88  49           4.48                           27.8           1
2009 12 18 08 25  1.09  5.88  50           4.45                           27.7           1
2009 12 18 08 55  1.11  5.88  52           4.44                           27.8           1
2009 12 18 09 25  1.15  5.26  47           4.55                           27.7           1
2009 12 18 09 55  1.13  5.56  49           4.42                           27.7           1
2009 12 18 10 25  1.07  5.88  49           4.40                           27.7           1
2009 12 18 10 55  1.08  5.88  49           4.44                           27.7           1
2009 12 18 11 25  1.02  5.26  49           4.26                           27.7           1
2009 12 18 11 55  0.97  5.56  49           4.30                           27.7           1
2009 12 18 12 25  1.02  5.56  50           4.33                           27.7           1
2009 12 18 12 55  1.04  5.56  50           4.36                           27.7           1
2009 12 18 13 25  0.98  5.56  55           4.15                           27.7           1
2009 12 18 13 55  0.98  5.56  49           4.38                           27.8           1
2009 12 18 14 25  0.96  5.88  55           4.35                           27.8           1
2009 12 18 14 55  0.96  5.56  53           4.32                           27.8           1
2009 12 18 15 25  1.00  5.56  55           4.43                           27.7           1
2009 12 18 15 55  0.97  5.56  55           4.45                           27.8           1
2009 12 18 16 25  0.95  5.88  55           4.34                           27.8           1
2009 12 18 16 55  0.87  5.56  52           4.32                           27.8           1
2009 12 18 17 25  0.84  5.56  53           4.35                           27.8           1
2009 12 18 17 55  0.83  6.25  50           4.25                           27.8           1
2009 12 18 18 25  0.85  5.56  53           4.33                           27.8           1
2009 12 18 18 55  0.84  5.88  52           4.26                           27.8           1
2009 12 18 19 25  0.90  5.56  46           4.35                           27.8           1
2009 12 18 19 55  0.87  5.26  49           4.16                           27.8           1
2009 12 18 20 25  0.84  5.26  50           4.21                           27.8           1
2009 12 18 20 55  0.81  5.26  47           4.26                           27.8           1
2009 12 18 21 25  0.81  5.56  55           4.18                           27.7           1
2009 12 18 21 55  0.79  5.56  49           4.34                           27.8           1
2009 12 18 22 25  0.81  5.56  47           4.43                           27.7           1
2009 12 18 22 55  0.80  5.56  50           4.49                           27.7           1
2009 12 18 23 25  0.81  9.88  39           4.41                           27.7           1
2009 12 18 23 55  0.78  9.88  38           4.69                           27.8           1
2009 12 19 00 25  0.77  5.56  50           4.58                           27.7           1
2009 12 19 00 55  0.77  5.56  52           4.60                           27.8           1
2009 12 19 01 25  0.76  5.26  50           4.47                           27.7           1
2009 12 19 01 55  0.81  5.56  55           4.52                           27.8           1
2009 12 19 02 25  0.84  5.88  53           4.75                           27.8           1
2009 12 19 02 55  0.80  5.88  50           4.64                           27.7           1
2009 12 19 03 25  0.91  5.88  52           4.79                           27.8           1
2009 12 19 03 55  0.83  5.88  49           4.61                           27.8           1
2009 12 19 04 25  0.84  5.88  56           4.79                           27.7           1
2009 12 19 04 55  0.79  5.88  52           4.57                           27.7           1
2009 12 19 05 25  0.77  5.56  50           4.56                           27.7           1
2009 12 19 05 55  0.78  5.56  50           4.48                           27.8           1
2009 12 19 06 25  0.76  6.25  49           4.64                           27.7           1
2009 12 19 06 55  0.76  5.56  52           4.68                           27.7           1
2009 12 19 07 25  0.71  6.25  49           4.62                           27.7           1
2009 12 19 07 55  0.71  5.56  53           4.74                           27.7           1
2009 12 19 08 25  0.67  9.09  39           4.83                           27.7           1
2009 12 19 08 55  0.67  6.25  49           4.70                           27.7           1
2009 12 19 09 25  0.66  9.09  39           5.10                           27.7           1
2009 12 19 09 55  0.66  9.09  39           5.08                           27.7           1
2009 12 19 10 25  0.65  5.88  49           4.84                           27.7           1
2009 12 19 10 55  0.64  9.09  40           5.13                           27.7           1
2009 12 19 11 25  0.65  9.88  36           5.47                           27.7           1
2009 12 19 11 55  0.64  9.09  33           5.23                           27.7           1
2009 12 19 12 25  0.66 10.53   2           5.07                           27.7           1
2009 12 19 12 55  0.66  9.09  32           5.41                           27.7           1
2009 12 19 13 25  0.68  9.88 346           5.72                           27.7           1
2009 12 19 13 55  0.67  9.88  11           5.79                           27.8           1
2009 12 19 14 25  0.68  9.88 360           6.06                           27.8           1
2009 12 19 14 55  0.65  9.09  24           5.60                           27.8           1
2009 12 19 15 25  0.65  9.09  19           5.22                           27.8           1
2009 12 19 15 55  0.67  9.09  18           5.50                           27.8           1
2009 12 19 16 25  0.68  9.88 357           5.75                           27.8           1
2009 12 19 16 55  0.64  9.09  26           5.60                           27.8           1
2009 12 19 17 25  0.63  9.09  11           5.55                           27.8           1
2009 12 19 17 55  0.63  9.09  18           5.80                           27.8           1
2009 12 19 18 25  0.64  8.33  10           6.28                           27.8           1
2009 12 19 18 55  0.58  9.09 358           6.38                           27.8           1
2009 12 19 19 25  0.62 10.53 350           6.89                           27.8           1
2009 12 19 19 55  0.61 10.53 343           6.74                           27.8           1
2009 12 19 20 25  0.60 10.53 353           6.74                           27.8           1
2009 12 19 20 55  0.64 11.11 346           7.19                           27.8           1
2009 12 19 21 25  0.56 12.50  14           6.89                           27.8           1
2009 12 19 21 55  0.60 13.33  19           7.06                           27.8           1
2009 12 19 22 25  0.60 11.11 347           7.12                           27.8           1
2009 12 19 22 55  0.60  9.88 340           7.24                           27.7           1
2009 12 19 23 25  0.56 10.53 355           7.03                           27.7           1
2009 12 19 23 55  0.56  9.88 357           7.32                           27.7           1
2009 12 20 00 25  0.57 13.33  22           7.39                           27.7           1
2009 12 20 00 55  0.53 12.50  26           7.37                           27.7           1
2009 12 20 01 25  0.52 12.50  24           7.31                           27.7           1
2009 12 20 01 55  0.57 11.76   2           8.00                           27.7           1
2009 12 20 02 25  0.59 13.33  32           7.79                           27.7           1
2009 12 20 02 55  0.55 12.50   7           7.30                           27.7           1
2009 12 20 03 25  0.57 12.50   5           7.81                           27.7           1
2009 12 20 03 55  0.65 13.33  26           8.03                           27.7           1
2009 12 20 04 25  0.67 12.50  25           8.23                           27.7           1
2009 12 20 04 55  0.61 10.53  19           8.15                           27.7           1
2009 12 20 05 25  0.66 16.67  38           8.61                           27.7           1
2009 12 20 05 55  0.71 13.33  26           8.93                           27.7           1
2009 12 20 06 25  0.66 12.50  29           8.43                           27.7           1
2009 12 20 06 55  0.71 16.67  35           9.07                           27.7           1
2009 12 20 07 25  0.73 12.50  29           8.96                           27.7           1
2009 12 20 07 55  0.68 11.76  26           8.93                           27.7           1
2009 12 20 08 25  0.68 12.50  18           9.12                           27.7           1
2009 12 20 08 55  0.70 15.38  38           9.36                           27.7           1
2009 12 20 09 25  0.72 15.38  39           9.38                           27.7           1
2009 12 20 09 55  0.72 12.50  26           9.31                           27.7           1
2009 12 20 10 25  0.66 15.38  36           9.04                           27.7           1
2009 12 20 10 55  0.63 15.38  40           9.40                           27.7           1
2009 12 20 11 25  0.66 15.38  40           9.35                           27.7           1
2009 12 20 11 55  0.62 12.50  39           9.20                           27.7           1
2009 12 20 12 25  0.65 12.50  29           9.37                           27.7           1
2009 12 20 12 55  0.65 15.38  40           9.47                           27.7           1
2009 12 20 13 25  0.64 15.38  42           9.58                           27.8           1
2009 12 20 13 55  0.65 15.38  38           9.53                           27.8           1
2009 12 20 14 25  0.61 14.29  45           9.01                           27.8           1
2009 12 20 14 55  0.62 13.33  28           8.88                           27.8           1
2009 12 20 15 25  0.60 15.38  39           8.54                           27.8           1
2009 12 20 15 55  0.64 15.38  35           9.34                           27.9           1
2009 12 20 16 25  0.62 12.50  28           8.82                           27.8           1
2009 12 20 16 55  0.60 14.29  26           9.12                           27.9           1
2009 12 20 17 25  0.69 15.38  36          10.00                           27.9           1
2009 12 20 17 55  0.61 15.38  35           8.97                           28.0           1
2009 12 20 18 25  0.58 15.38  39           8.95                           28.0           1
2009 12 20 18 55  0.59 11.76  24           8.90                           27.9           1
2009 12 20 19 25  0.58 11.76  19           8.57                           27.9           1
2009 12 20 19 55  0.52 11.76  29           8.31                           27.9           1
2009 12 20 20 25  0.56 15.38  33           8.76                           27.8           1
2009 12 20 20 55  0.59 14.29  38           9.28                           27.8           1
2009 12 20 21 25  0.63 14.29  42           9.54                           27.8           1
2009 12 20 21 55  0.58 14.29  40           9.73                           27.8           1
2009 12 20 22 25  0.53 14.29  36           8.89                           27.8           1
2009 12 20 22 55  0.54 14.29  40           9.60                           27.8           1
2009 12 20 23 25  0.53 15.38  39           9.24                           27.8           1
2009 12 20 23 55  0.51 15.38  38           9.16                           27.8           1
2009 12 21 00 25  0.58 14.29  40           9.91                           27.8           1
2009 12 21 00 55  0.59 13.33  40           9.90                           27.8           1
2009 12 21 01 25  0.55 14.29  45           9.54                           27.8           1
2009 12 21 01 55  0.51 14.29  40           9.00                           27.8           1
2009 12 21 02 25  0.54 14.29  43           9.15                           27.8           1
2009 12 21 02 55  0.55 14.29  43           9.54                           27.8           1
2009 12 21 03 25  0.57 14.29  39           9.86                           27.8           1
2009 12 21 03 55  0.55 14.29  42           9.63                           27.8           1
2009 12 21 04 25  0.53 14.29  42           9.68                           27.8           1
2009 12 21 04 55  0.54 13.33  43           9.57                           27.7           1
2009 12 21 05 25  0.56 11.76  46           9.74                           27.8           1
2009 12 21 05 55  0.47 14.29  45           9.17                           27.7           1
2009 12 21 06 25  0.51 13.33  45           9.48                           27.8           1
2009 12 21 06 55  0.47 13.33  40           8.80                           27.8           1
2009 12 21 07 25  0.48 13.33  39           9.14                           27.7           1
2009 12 21 07 55  0.47 14.29  42           9.13                           27.7           1
2009 12 21 08 25  0.50 14.29  40           9.15                           27.7           1
2009 12 21 08 55  0.49 13.33  46           9.14                           27.7           1
2009 12 21 09 25  0.48 14.29  46           9.07                           27.7           1
2009 12 21 09 55  0.50 13.33  45           9.18                           27.7           1
2009 12 21 10 25  0.47 14.29  42           8.85                           27.7           1
2009 12 21 10 55  0.52 13.33  43           9.15                           27.7           1
2009 12 21 11 25  0.53 14.29  45           9.48                           27.7           1
2009 12 21 11 55  0.50 13.33  42           9.18                           27.7           1
2009 12 21 12 25  0.52 13.33  45           9.37                           27.7           1
2009 12 21 12 55  0.48 14.29  46           9.15                           27.7           1
2009 12 21 13 25  0.49 13.33  40           9.53                           27.8           1
2009 12 21 13 55  0.47 12.50  39           8.56                           27.8           1
2009 12 21 14 25  0.46 11.76  36           8.51                           27.8           1
2009 12 21 14 55  0.46 13.33  40           8.68                           27.8           1
2009 12 21 15 25  0.42 12.50  38           8.38                           27.8           1
2009 12 21 15 55  0.43 12.50  32           8.86                           27.9           1
2009 12 21 16 25  0.43 13.33  40           8.79                           27.9           1
2009 12 21 16 55  0.45 13.33  39           9.14                           27.9           1
2009 12 21 17 25  0.41 12.50  35           8.42                           28.0           1
2009 12 21 17 55  0.40 13.33  42           8.44                           28.0           1
2009 12 21 18 25  0.39 13.33  42           8.60                           28.0           1
2009 12 21 18 55  0.38 10.53   1           8.15                           28.0           1
2009 12 21 19 25  0.41 13.33  42           9.09                           28.0           1
2009 12 21 19 55  0.40 13.33  33           8.78                           27.9           1
2009 12 21 20 25  0.37 13.33  39           8.37                           27.8           1
2009 12 21 20 55  0.39 11.76  32           8.80                           27.8           1
2009 12 21 21 25  0.40 10.53 344           8.89                           27.8           1
2009 12 21 21 55  0.40 12.50  43           9.44                           27.8           1
2009 12 21 22 25  0.38 13.33  49           9.26                           27.8           1
2009 12 21 22 55  0.39 14.29  39           9.31                           27.8           1
2009 12 21 23 25  0.43 14.29  42           9.51                           27.8           1
2009 12 21 23 55  0.39 12.50  40           9.50                           27.8           1
2009 12 22 00 25  0.40 13.33  39           9.44                           27.8           1
2009 12 22 00 55  0.39 13.33  40           9.64                           27.8           1
2009 12 22 01 25  0.38 12.50   5           9.28                           27.8           1
2009 12 22 01 55  0.40 12.50  40           9.54                           27.8           1
2009 12 22 02 25  0.40 13.33  46           9.61                           27.8           1
2009 12 22 02 55  0.44 13.33  43           9.53                           27.7           1
2009 12 22 03 25  0.43 12.50  24           9.43                           27.8           1
2009 12 22 03 55  0.47 10.53 346           9.58                           27.7           1
2009 12 22 04 25  0.47 13.33  40           9.38                           27.8           1
2009 12 22 04 55  0.51 10.53 357           9.57                           27.8           1
2009 12 22 05 25  0.45 12.50  24           9.36                           27.8           1
2009 12 22 05 55  0.52 10.53 336           9.52                           27.8           1
2009 12 22 06 25  0.45 11.76 357           9.14                           27.8           1
2009 12 22 06 55  0.48 11.11 339           9.31                           27.8           1
2009 12 22 07 25  0.48 10.53 330           9.18                           27.8           1
2009 12 22 07 55  0.48 13.33  40           9.17                           27.8           1
2009 12 22 08 25  0.48 10.53 340           9.02                           27.8           1
2009 12 22 08 55  0.50 10.53 330           9.01                           27.8           1
2009 12 22 09 25  0.48 10.53 325           9.06                           27.8           1
2009 12 22 09 55  0.47 10.53 329           8.96                           27.8           1
2009 12 22 10 25  0.43 11.11 341           8.77                           27.8           1
2009 12 22 10 55  0.48 10.53 327           9.07                           27.8           1
2009 12 22 11 25  0.48 12.50  31           9.31                           27.8           1
2009 12 22 11 55  0.49 10.53 337           9.50                           27.7           1
2009 12 22 12 25  0.47 10.53 346           9.08                           27.8           1
2009 12 22 12 55  0.45 11.76  12           9.02                           27.8           1
2009 12 22 13 25  0.51 11.76  17           9.34                           27.8           1
2009 12 22 13 55  0.51 10.53 337           9.26                           27.8           1
2009 12 22 14 25  0.51 10.53 350           8.92                           27.8           1
2009 12 22 14 55  0.50 11.11 341           8.70                           27.8           1
2009 12 22 15 25  0.52 13.33  38           8.92                           27.9           1
2009 12 22 15 55  0.54 12.50  22           8.78                           28.0           1
2009 12 22 16 25  0.48 11.11 336           8.00                           28.0           1
2009 12 22 16 55  0.53  9.88 333           7.93                           28.0           1
2009 12 22 17 25  0.56 10.53 333           7.45                           28.0           1
2009 12 22 17 55  0.57 10.53 333           7.26                           28.0           1
2009 12 22 18 25  0.57  9.88 326           7.80                           28.0           1
2009 12 22 18 55  0.53 13.33  31           8.42                           28.0           1
2009 12 22 19 25  0.51  9.88 322           8.42                           28.0           1
2009 12 22 19 55  0.58 10.53 323           8.47                           28.0           1
2009 12 22 20 25  0.60  9.88 327           8.39                           28.0           1
2009 12 22 20 55  0.58 11.76 343           8.75                           28.0           1
2009 12 22 21 25  0.53 10.53 330           8.67                           27.9           1
2009 12 22 21 55  0.58 13.33  36           9.26                           27.9           1
2009 12 22 22 25  0.52 13.33  33           9.31                           27.8           1
2009 12 22 22 55  0.53 11.11 340           9.08                           27.8           1
2009 12 22 23 25  0.54 12.50  33           9.43                           27.8           1
2009 12 22 23 55  0.58 11.11 334           9.70                           27.8           1
2009 12 23 00 25  0.57 12.50  28           9.78                           27.8           1
2009 12 23 00 55  0.54 13.33  26           9.88                           27.8           1
2009 12 23 01 25  0.62 15.38  43          10.35                           27.8           1
2009 12 23 01 55  0.56 12.50 357           9.46                           27.8           1
2009 12 23 02 25  0.55 12.50  22           8.96                           27.8           1
2009 12 23 02 55  0.62 10.53 354           8.98                           27.8           1
2009 12 23 03 25  0.63 12.50  21           8.96                           27.8           1
2009 12 23 03 55  0.55 15.38  46           8.25                           27.8           1
2009 12 23 04 25  0.61 15.38  47           8.71                           27.8           1
2009 12 23 04 55  0.64 11.76 325           9.02                           27.8           1
2009 12 23 05 25  0.67 11.76 340           9.20                           27.8           1
2009 12 23 05 55  0.59 11.11 347           8.43                           27.8           1
2009 12 23 06 25  0.71 12.50  17           9.17                           27.8           1
2009 12 23 06 55  0.65 11.76 350           8.05                           27.7           1
2009 12 23 07 25  0.74 15.38  43           9.10                           27.7           1
2009 12 23 07 55  0.73 12.50   7           9.03                           27.7           1
2009 12 23 08 25  0.72 15.38  42           9.09                           27.8           1
2009 12 23 08 55  0.78 11.11 346           9.19                           27.8           1
2009 12 23 09 25  0.66 11.76 344           8.13                           27.7           1
2009 12 23 09 55  0.65 15.38  38           7.91                           27.8           1
2009 12 23 10 25  0.64 15.38  39           7.35                           27.8           1
2009 12 23 10 55  0.70 15.38  40           7.93                           27.7           1
2009 12 23 11 25  0.62 14.29  25           7.45                           27.7           1
2009 12 23 11 55  0.71 15.38  36           8.08                           27.7           1
2009 12 23 12 25  0.65 14.29  43           7.60                           27.7           1
2009 12 23 12 55  0.63 14.29  36           7.31                           27.8           1
2009 12 23 13 25  0.63 11.76   2           6.42                           27.7           1
2009 12 23 13 55  0.73 13.33  12           6.34                           27.8           1
2009 12 23 14 25  0.71 12.50 357           6.27                           27.8           1
2009 12 23 14 55  0.68 13.33   2           5.77                           27.8           1
2009 12 23 15 25  0.81 14.29  19           6.78                           27.8           1
2009 12 23 15 55  0.75 12.50 348           6.44                           27.8           1
2009 12 23 16 25  0.75 13.33   7           6.24                           27.8           1
2009 12 23 16 55  0.73 14.29  26           6.28                           27.8           1
2009 12 23 17 25  0.72 14.29  31           6.10                           27.8           1
2009 12 23 17 55  0.69 11.76 350           6.21                           27.8           1
2009 12 23 18 25  0.70 12.50   7           6.64                           27.8           1
2009 12 23 18 55  0.70 11.76 348           6.55                           27.8           1
2009 12 23 19 25  0.74 13.33  10           6.90                           27.8           1
2009 12 23 19 55  0.67 14.29  22           6.36                           27.8           1
2009 12 23 20 25  0.70 13.33  12           6.93                           27.8           1
2009 12 23 20 55  0.71 14.29  22           7.04                           27.8           1
2009 12 23 21 25  0.69 11.11 343           7.08                           27.8           1
2009 12 23 21 55  0.68 14.29  22           7.17                           27.8           1
2009 12 23 22 25  0.68 14.29  29           7.08                           27.8           1
2009 12 23 22 55  0.70 13.33   2           7.13                           27.7           1
2009 12 23 23 25  0.66 14.29  32           6.97                           27.7           1
2009 12 23 23 55  0.66 14.29  24           6.92                           27.7           1
2009 12 24 00 25  0.61 12.50 357           6.61                           27.7           1
2009 12 24 00 55  0.67 13.33   7           7.57                           27.7           1
2009 12 24 01 25  0.65 14.29  46           7.54                           27.7           1
2009 12 24 01 55  0.65 12.50   8           7.23                           27.7           1
2009 12 24 02 25  0.65 13.33  33           7.25                           27.7           1
2009 12 24 02 55  0.63 12.50 341           7.08                           27.7           1
2009 12 24 03 25  0.61 13.33  26           7.04                           27.7           1
2009 12 24 03 55  0.61 12.50   7           7.08                           27.7           1
2009 12 24 04 25  0.60 12.50 358           7.30                           27.7           1
2009 12 24 04 55  0.62 11.76 341           7.23                           27.7           1
2009 12 24 05 25  0.62 12.50 344           7.02                           27.7           1
2009 12 24 05 55  0.62 12.50 360           6.97                           27.7           1
2009 12 24 06 25  0.63 14.29  26           7.17                           27.7           1
2009 12 24 06 55  0.64 11.76 346           7.34                           27.7           1
2009 12 24 07 25  0.64 13.33  31           7.02                           27.7           1
2009 12 24 07 55  0.68 11.76 337           7.26                           27.7           1
2009 12 24 08 25  0.66 11.76 347           6.86                           27.7           1
2009 12 24 08 55  0.67 11.76   4           6.98                           27.7           1
2009 12 24 09 25  0.63 13.33 357           6.76                           27.7           1
2009 12 24 09 55  0.64 11.11 354           6.80                           27.7           1
2009 12 24 10 25  0.62 11.76 336           6.64                           27.7           1
2009 12 24 10 55  0.63 12.50  19           6.11                           27.7           1
2009 12 24 11 25  0.64 12.50   8           5.69                           27.7           1
2009 12 24 11 55  0.66 13.33  22           5.24                           27.7           1
2009 12 24 12 25  0.67 13.33   4           5.07                           27.7           1
2009 12 24 12 55  0.66 13.33 358           5.33                           27.7           1
2009 12 24 13 25  0.66 11.11 340           5.29                           27.7           1
2009 12 24 13 55  0.65 12.50 347           5.33                           27.7           1
2009 12 24 14 25  0.67 12.50 351           5.71                           27.7           1
2009 12 24 14 55  0.65 11.11 347           5.57                           27.8           1
2009 12 24 15 25  0.66 13.33  11           5.55                           27.8           1
2009 12 24 15 55  0.66 13.33   7           5.31                           27.8           1
2009 12 24 16 25  0.64 12.50 351           5.41                           27.7           1
2009 12 24 16 55  0.62 12.50  11           5.80                           27.7           1
2009 12 24 17 25  0.63 11.76 351           6.17                           27.7           1
2009 12 24 17 55  0.62 12.50 354           6.15                           27.7           1
2009 12 24 18 25  0.60 11.76 350           5.82                           27.7           1
2009 12 24 18 55  0.58 12.50   1           6.08                           27.7           1
2009 12 24 19 25  0.55 12.50 343           5.80                           27.7           1
2009 12 24 19 55  0.62 13.33  14           6.63                           27.7           1
2009 12 24 20 25  0.65 12.50 350           6.79                           27.7           1
2009 12 24 20 55  0.56 12.50 347           6.37                           27.7           1
2009 12 24 21 25  0.54 13.33   7           6.45                           27.7           1
2009 12 24 21 55  0.53 13.33  17           6.45                           27.7           1
2009 12 24 22 25  0.58 12.50   1           6.82                           27.7           1
2009 12 24 22 55  0.54 12.50 336           6.92                           27.7           1
2009 12 24 23 25  0.53 12.50 354           6.98                           27.7           1
2009 12 24 23 55  0.49 12.50   2           6.43                           27.7           1
2009 12 25 00 25  0.50 11.76 346           6.36                           27.7           1
2009 12 25 00 55  0.53 11.76   7           6.48                           27.7           1
2009 12 25 01 25  0.51 12.50  11           6.35                           27.7           1
2009 12 25 01 55  0.52 13.33  31           6.54                           27.7           1
2009 12 25 02 25  0.53 13.33  22           6.46                           27.7           1
2009 12 25 02 55  0.50 11.76 336           5.82                           27.7           1
2009 12 25 03 25  0.50 12.50  21           6.28                           27.7           1
2009 12 25 03 55  0.50 12.50   7           6.55                           27.7           1
2009 12 25 04 25  0.51 12.50  12           6.56                           27.7           1
2009 12 25 04 55  0.52 13.33  36           7.17                           27.7           1
2009 12 25 05 25  0.50 13.33  31           6.94                           27.7           1
2009 12 25 05 55  0.53 12.50  11           7.57                           27.7           1
2009 12 25 06 25  0.49 11.76   1           7.24                           27.7           1
2009 12 25 06 55  0.53 12.50  21           7.61                           27.7           1
2009 12 25 07 25  0.50 12.50  18           7.37                           27.7           1
2009 12 25 07 55  0.49 11.11   2           7.48                           27.7           1
2009 12 25 08 25  0.48 12.50  21           7.39                           27.7           1
2009 12 25 08 55  0.47 12.50  36           7.80                           27.7           1
2009 12 25 09 25  0.45 12.50  36           7.35                           27.7           1
2009 12 25 09 55  0.49 11.76  14           7.89                           27.7           1
2009 12 25 10 25  0.46 11.11 344           7.76                           27.7           1
2009 12 25 10 55  0.46 11.76  17           7.57                           27.7           1
2009 12 25 11 25  0.46 10.53 353           7.18                           27.7           1
2009 12 25 11 55  0.57 11.76  22           5.18                           27.7           1
2009 12 25 12 25  0.57 12.50  43           5.24                           27.5           1
2009 12 25 12 55  0.55 11.11   1           5.17                           27.6           1
2009 12 25 13 25  0.53 11.11 333           4.96                           27.6           1
2009 12 25 13 55  0.53 11.11 358           5.28                           27.7           1
2009 12 25 14 25  0.53  9.88 348           5.38                           27.8           1
2009 12 25 14 55  0.52 10.53 336           5.71                           27.8           1
2009 12 25 15 25  0.57  9.88 341           5.82                           27.8           1
2009 12 25 15 55  0.56  9.88 344           5.78                           27.8           1
2009 12 25 16 25  0.53 10.53 327           5.74                           27.8           1
2009 12 25 16 55  0.53 12.50  40           6.25                           27.8           1
2009 12 25 17 25  0.53 10.53 354           6.55                           27.8           1
2009 12 25 17 55  0.54  9.88 339           6.54                           27.8           1
2009 12 25 18 25  0.51  9.09 351           6.04                           27.8           1
2009 12 25 18 55  0.51 10.53 357           5.97                           27.9           1
2009 12 25 19 25  0.54 10.53  10           5.73                           27.8           1
2009 12 25 19 55  0.59 11.76  42           4.59                           27.8           1
2009 12 25 20 25  0.69 11.76  31           4.45                           27.8           1
2009 12 25 20 55  0.70 10.53 344           4.60                           27.8           1
2009 12 25 21 25  0.67 11.11 357           4.85                           27.8           1
2009 12 25 21 55  0.71  9.88 358           5.17                           27.8           1
2009 12 25 22 25  0.76  9.88   4           5.10                           27.8           1
2009 12 25 22 55  0.71  9.88 353           5.04                           27.8           1
2009 12 25 23 25  0.74 10.53  11           5.18                           27.8           1
2009 12 25 23 55  0.75  5.26  45           5.17                           27.8           1
2009 12 26 00 25  0.74  5.56  47           5.43                           27.8           1
2009 12 26 00 55  0.75  5.26  46           5.38                           27.8           1
2009 12 26 01 25  0.70  5.00  45           5.32                           27.8           1
2009 12 26 01 55  0.66 12.50  45           5.67                           27.7           1
2009 12 26 02 25  0.63 16.67  38           5.83                           27.7           1
2009 12 26 02 55  0.61  9.88 355           5.85                           27.7           1
2009 12 26 03 25  0.57 13.33  33           6.23                           27.7           1
2009 12 26 03 55  0.54 15.38  43           6.29                           27.7           1
2009 12 26 04 25  0.54 15.38  45           6.40                           27.7           1
2009 12 26 04 55  0.56 16.67  45           7.12                           27.7           1
2009 12 26 05 25  0.52 15.38  45           6.94                           27.7           1
2009 12 26 05 55  0.52 16.67  40           7.02                           27.7           1
2009 12 26 06 25  0.54 16.67  49           7.37                           27.7           1
2009 12 26 06 55  0.52 15.38  50           7.41                           27.7           1
2009 12 26 07 25  0.55 11.76  36           7.70                           27.7           1
